InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-5	2	1	28	3	52	109	0.0438843	1	7.6E-06
poi-10-5	2	1	28	3	104	222	0.0778334	2	4.22E-05
poi-10-5	2	1.33	14	1	52	126	0.0339029	0	0
poi-10-5	2	1.33	14	1	104	235	0.0623415	0	0
poi-10-5	2	1.33	14	2	52	126	0.0348384	0	0
poi-10-5	2	1.33	14	2	104	235	0.0634627	0	0
poi-10-5	2	1.33	14	3	52	126	0.0360369	0	0
poi-10-5	2	1.33	14	3	104	235	0.0650415	0	0
poi-10-5	2	1.33	28	1	52	126	0.0383377	0	0
poi-10-5	2	1.33	28	1	104	256	0.0704713	0	0
poi-10-5	2	1.33	28	2	52	126	0.0410075	0	0
poi-10-5	2	1.33	28	2	104	264	0.0755779	19	0.0002751
poi-10-5	2	1.33	28	3	52	126	0.0436578	0	0
poi-10-5	2	1.33	28	3	104	264	0.0826207	85	0.0014761
poi-20-1	1	0.67	14	1	79	301	0.0845779	0	0
poi-20-1	1	0.67	14	1	159	634	0.1217589	0	0
poi-20-1	1	0.67	14	2	79	301	0.0858483	0	0
poi-20-1	1	0.67	14	2	159	634	0.1257404	0	0
poi-20-1	1	0.67	14	3	79	301	0.0879064	0	0
poi-20-1	1	0.67	14	3	159	634	0.1274395	0	0
poi-20-1	1	0.67	28	1	79	301	0.1289551	0	0
poi-20-1	1	0.67	28	1	159	659	0.2068365	75	0.0026215
poi-20-1	1	0.67	28	2	79	353	0.1555012	239	0.0073449
poi-20-1	1	0.67	28	2	159	680	0.4261414	3661	0.1769174
poi-20-1	1	0.67	28	3	79	363	0.16843	10	0.0003388
poi-20-1	1	0.67	28	3	159	714	0.4474096	3072	0.167854
poi-20-1	1	1	14	1	79	301	0.1048	0	0
poi-20-1	1	1	14	1	159	644	0.2267207	10	0.0003335
poi-20-1	1	1	14	2	79	301	0.108923	0	0
poi-20-1	1	1	14	2	159	644	0.3018052	2134	0.0899176
poi-20-1	1	1	14	3	79	301	0.1116416	0	0
poi-20-1	1	1	14	3	159	644	0.3583507	3364	0.1446094
poi-20-1	1	1	28	1	79	336	0.1176295	52	0.0014554
poi-20-1	1	1	28	1	159	724	0.4455748	3554	0.1870966
poi-20-1	1	1	28	2	79	406	0.1323823	4	0.0001204
poi-20-1	1	1	28	2	159	765	0.2671998	101	0.0053419
poi-20-1	1	1	28	3	79	427	0.1429524	8	0.0002527
poi-20-1	1	1	28	3	159	822	0.3814972	1907	0.1053552
poi-20-1	1	1.33	14	1	79	352	0.1082702	0	0
poi-20-1	1	1.33	14	1	159	713	0.4115876	4171	0.1859897
poi-20-1	1	1.33	14	2	79	352	0.1133929	0	0
poi-20-1	1	1.33	14	2	159	742	0.2072827	356	0.0136807
poi-20-1	1	1.33	14	3	79	352	0.1162937	0	0
poi-20-1	1	1.33	14	3	159	742	0.2213246	647	0.0248981
poi-20-1	1	1.33	28	1	79	372	0.1187734	1	2.96E-05
poi-20-1	1	1.33	28	1	159	847	0.4410472	2968	0.1649469
poi-20-1	1	1.33	28	2	79	457	0.1299867	16	0.0004718
poi-20-1	1	1.33	28	2	159	912	0.381577	1963	0.1072872
poi-20-1	1	1.33	28	3	79	525	0.1406094	36	0.0010657
poi-20-1	1	1.33	28	3	159	939	0.3031119	362	0.0204662
poi-20-1	2	0.67	14	1	79	301	0.0840493	0	0
poi-20-1	2	0.67	14	1	159	634	0.1228851	0	0
poi-20-1	2	0.67	14	2	79	301	0.0856059	0	0
poi-20-1	2	0.67	14	2	159	634	0.1250322	0	0
poi-20-1	2	0.67	14	3	79	301	0.0877494	0	0
poi-20-1	2	0.67	14	3	159	634	0.1266638	0	0
poi-20-1	2	0.67	28	1	79	317	0.1261728	25	0.0007147
poi-20-1	2	0.67	28	1	159	684	0.2559848	641	0.0255908
poi-20-1	2	0.67	28	2	79	363	0.155618	50	0.0014951
poi-20-1	2	0.67	28	2	159	733	0.3437988	905	0.0512929
poi-20-1	2	0.67	28	3	79	363	0.186162	28	0.000974
poi-20-1	2	0.67	28	3	159	735	0.3730245	797	0.0466287
poi-20-1	2	1	14	1	79	301	0.1037966	0	0
poi-20-1	2	1	14	1	159	647	0.4649937	5481	0.2442289
poi-20-1	2	1	14	2	79	301	0.1067211	0	0
poi-20-1	2	1	14	2	159	684	0.2869312	1760	0.0745448
poi-20-1	2	1	14	3	79	301	0.1104239	0	0
poi-20-1	2	1	14	3	159	643	0.2528178	852	0.0369335
poi-20-1	2	1	28	1	79	365	0.1455409	957	0.0238154
poi-20-1	2	1	28	1	159	793	0.2461585	259	0.0123495
poi-20-1	2	1	28	2	79	443	0.1903706	1468	0.0444564
poi-20-1	2	1	28	2	159	884	0.2413397	232	0.0104812
poi-20-1	2	1	28	3	79	447	0.1595251	2	7.31E-05
poi-20-1	2	1	28	3	159	884	0.3388204	2102	0.1012284
poi-20-1	2	1.33	14	1	79	352	0.1084928	0	0
poi-20-1	2	1.33	14	1	159	727	0.3467635	2960	0.1278646
poi-20-1	2	1.33	14	2	79	352	0.1092854	0	0
poi-20-1	2	1.33	14	2	159	754	0.2342828	1148	0.0422901
poi-20-1	2	1.33	14	3	79	352	0.1130313	0	0
poi-20-1	2	1.33	14	3	159	762	0.4219576	5862	0.2282033
poi-20-1	2	1.33	28	1	79	438	0.2155311	3164	0.084161
poi-20-1	2	1.33	28	1	159	953	0.302882	1134	0.0568208
poi-20-1	2	1.33	28	2	79	538	0.16749	393	0.0123122
poi-20-1	2	1.33	28	2	159	1039	0.3041593	1235	0.060403
poi-20-1	2	1.33	28	3	79	561	0.1978008	392	0.0142327
